,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
324211,7613885,840,USA20377,20377,05 April 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Louisiana,Caddo,Shreveport,32.5252,-93.7502,1,New York Times,National,"On 5 April 2020, four police officers killed an unarmed, mentally ill Black man, Tommie Dale McGlothen Jr., in Shreveport (Louisiana) in an attempt to subdue and arrest him for blocking a driveway after having fought with the homeowner. According to sources, he 'exhibited signs of paranoia and emotional disturbance.' Officers used tasers, mace, and nightsticks on the victim, and pushed him to the ground, punched and kicked him repeatedly. Officers then placed the victim in a patrol cruiser on his head, making him difficult to breathe. The victim was held in the cruiser for 48 minutes and died at a hospital a short time later.",1,1612546513,USA
325170,7617350,840,USA24248,24248,02 April 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,Arizona,Maricopa,Mesa,33.4151,-111.8314,1,3TV (Phoenix),Subnational,"Other: On 2 April 2020, a 30-year-old man by the name of Jose Moreno was killed at the hands of police officers in Mesa (Arizona). According to reports, the altercation started when a police officer stopped Moreno for a traffic stop. Moreno attempted to flee, leading to a struggle in which Moreno allegedly got hold of the officer's duty belt. After breaking away from one another, reports indicate that Moreno was yelling that he was in possession of the officer's taser. At the time, the officer believed that Moreno was pointing the taser at him and fired a shot, which hit Moreno and ended up causing his death. Moreno's death influenced subsequent demonstrations.",1,1612546519,USA
325774,7814083,840,USA20329,20329,01 April 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,South Carolina,Richland,Columbia,34.0004,-81.0332,1,ABC33/40; WIS News 10; AP,Subnational-National,"Other: On 1 April 2020, a Columbia police officer shot and killed a 17-year-old Black male teenager named Joshua Ruffin in Columbia (South Carolina) in a foot chase after police received reports of car break-ins in the area. Police claimed Ruffin pulled a gun and the officer shot him as he represented a ''threat.' The death of the teenager led to several days of protests alongside demonstrations for George Floyd, demanding justice for Ruffin and transparency in the investigation process.",1,1618350012,USA
326782,7615198,840,USA21691,21691,30 March 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,New Mexico,Bernalillo,Albuquerque,35.0844,-106.6511,1,Albuquerque Journal,Subnational,"On 30 March 2020, a 52-year-old Latino by the name of Valente Acosta-Bustillos was killed by police in Albuquerque (New Mexico). According to reports, police officers were dispatched to Valente's residence for a welfare check after receiving a call from his daughter, who had not heard from him for about a week and was concerned because he suffered from mental health issues. Once at the scene, the police officers discovered that Valente had a pending arrest warrant for aggravated assault with a deadly weapon, at which point they proceeded to arrest him. Valente resisted the arrest, fleeing inside of his residence with a shovel in hand. The police officers ordered Valente to drop his shovel. One of the officers tased him while the other shot him three times when he failed to follow the command.",1,1612546515,USA
327924,7615178,840,USA21671,21671,27 March 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Sole Perpetrator (United States),,3,13,North America,United States,New York,Orange,Newburgh,41.5387,-74.0632,1,Mid Hudson News; Spectrum News Hudson Valley,Subnational,"Other: On 27 March 2020, Tyrell Fincher, a Black man, was fatally shot by City of Newburgh Police Officers in Newburgh (New York). Body-worn camera and street cameras footage show officers approaching Fincher. Fincher was wanted for questioning in connection with a shooting that occurred a day earlier. The officers try to detain Fincher, who is seen displaying a silver handgun, begins fighting with officers, striking one of the officers in the head with the handgun. During the struggle, three officers end up firing five shots at Fincher from point blank range. The Orange County District Attorney investigation revealed that before the officers closed in on Fincher, he had first tried to shoot at an officer, but his pistol jammed. One of the officers received a gunshot wound, 'shot likely by another officer,' and injuries to his head during the incident. On 16 October all three officers were cleared of wrongdoing by a grand jury.",1,1612546515,USA
329144,7615151,840,USA21644,21644,24 March 2020,2020,1,Battles,Armed clash,Police Forces of the United States (2017-2021) Federal Bureau of Investigation,1,Sole Perpetrator (United States),NSM: National Socialist Movement,3,13,North America,United States,Missouri,Cass,Belton,38.812,-94.5319,1,KCTV5; BBC News; New York Times,Subnational-National,"On 24 March 2020, an FBI agent shot and killed Timothy R. Wilson in Belton (Missouri). Wilson was the subject of a domestic terrorism investigation. The incident occurred when FBI agents attempted to arrest Wilson. The FBI stated that he was armed and tried to retrieve what they believed to be an explosive device. Wilson was planning to carry out a terrorist attack on a Missouri hospital on the same day. Wilson was reportedly actively engaged in the National Socialist Movement.",1,1612546515,USA
329756,7616034,840,USA22535,22535,22 March 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,Arizona,Pima,Tucson,32.2217,-110.9264,1,Arizona Daily Star,Subnational,"On 22 March 2020, a Latino, 29-year-old man by the name of Damien Alvarado was killed in Tucson (Arizona) at the hands of the Tucson police. According to reports, the killing of Alvarado took place in the context of a hit-and-run scenario. A police officer initially caught Alvarado scaling a wall, after which he tried to subdue him. More officers joined in the effort and after using tasers, they handcuffed him to the ground. Recordings of the scene show Alvarado repeatedly saying he cannot breathe. Shortly after, he died of cardiac arrest. Reports identify intoxication as a contributing factor to his death.",1,1612546517,USA
329816,7617359,840,USA24249,24249,22 March 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,California,Fresno,Fresno,36.7373,-119.7857,1,ABC30 (Fresno),Subnational,"Other: On 22 March 2020, a 55-year-old Black man by the name of Gerald Johnson was killed by Fresno police in Fresno (California). According to reports, the altercation occurred when police officers received a disturbance call by members of Johnson's family. When the police arrived, they were under the impression that Johnson was flashing a gun, at which point they fired a shot, which killed him. Johnson was carrying a BB gun. In January 2021, Johnson's family filed a lawsuit over wrongful death.",1,1612546519,USA
330290,7615135,840,USA21628,21628,21 March 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021) National Park Service,1,Civilians (United States),,7,17,North America,United States,New Mexico,Eddy,Carlsbad Caverns National Park,32.1402,-104.5671,1,Channel 2 (Atlanta),National,"On 21 March 2020, a man was shot dead by a National Park Service Ranger at the Carlsbad Caverns National Park (New Mexico). Body cam footage revealed that the agent pulled a taser and shot twice at the victim after the latter allegedly surpassed the speed limit on a dirt road. The victim did not resist after being stopped. The ranger was arrested.",1,1612546515,USA
330748,7717059,840,USA21627,21627,20 March 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Florida,Leon,Tallahassee,30.4382,-84.2803,1,WTXL ABC27; Washington Post - Police Shooting Data; Tallahassee Democrat,Subnational-National,"Other: On 20 March 2020, police shot and killed Mychael Johnson, an unarmed Black man in Tallahassee (Florida) while pursuing him for multiple attempted carjackings. Police stated that Johnson attempted to flee a traffic stop by carjacking another vehicle. Failing to do so, he fled in the first vehicle while the officers attempted a pit maneuver. The chase continued until Johnson lost control and crashed his vehicle. Johnson allegedly ran out of the vehicle after the crash and again attempted to carjack another vehicle which is when the officers caught up with him and attempted to take him into custody. Police stated that during the attempted arrest Johnson violently resisted. One of the officers then shot and killed Johnson. An official report of the incident alleges the use of non-lethal methods (taser) multiple times, following which the suspect attempted a carjacking and then tackled one of the officers, trying to steal his gun. It was in this moment that a second officer shot Johnson. A video recording of the incident captured an officer shouting 'I'm going to kill you' as the suspect reportedly resisted arrest which triggered numerous protests in the coming months. The incident fueled several demonstrations. On 4 September, a Grand Jury concluded that the use of force in the incident by the officer was justified.",1,1614124492,USA
334113,7615086,840,USA21579,21579,13 March 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States); Women (United States),7,17,North America,United States,Kentucky,Jefferson,Louisville,38.2542,-85.7594,1,WDRB; NPR; Daily Beast; CNN; Courier-Journal (Louisville); WLKY; New York Times,Subnational-National,"On 13 March 2020, Breonna Taylor, a Black emergency room technician, was shot and killed by Louisville police in Louisville (Kentucky) when officers raided her apartment during a no-knock raid. Police opened fire after her boyfriend fired his gun, which he legally possessed, hitting one of the officers, thinking the police were intruders breaking into the home. The police were conducting a raid after a search warrant was issued based on an affidavit from a detective who had been investigating Taylor's ex-boyfriend and claimed that he had information verified through a US postal inspector that her ex-boyfriend had received packages suspected to contain drugs at Taylor's apartment. The police claim that evidence, including a witness, indicated that the officers knocked and announced their presence while using a battering ram to enter the apartment. Taylor's boyfriend, her family, and their lawyers dispute these claims. The only witness now claiming that the officers did announce themselves previously told Louisville Metro Police investigators that the officers had not announced their presence. Eleven other residents have said that they did not hear the police announce themselves. A US postal inspector in Louisville told the media that city police did not use his office to verify the detective's information. Taylor's lawyers claim that the information provided by the detective was false and that 'no packages of interest' had been delivered to the address. No drugs were found in the apartment during the raid. On 23 September, one of the officers involved in the raid was indicted by a Kentucky grand jury with three counts of wanton endangerment for firing into Taylor's neighbors' homes during the raid. On 5 January 2021, two officers, one who fired 16 rounds into Taylor's home and the other who had written the search warrant, were fired by Louisville Metro Police Department.",1,1612546515,USA
334310,7717057,840,USA21582,21582,13 March 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),Boogaloo Boys; Three Percenters (III%),7,17,North America,United States,Maryland,Montgomery,Potomac,39.0182,-77.2086,1,US News & World Report; Guardian; Washington Post; AP,National-International,"Other: On 13 March 2020, a police officer shot and killed Duncan Lemp and wounded his girlfriend in Potomac (Maryland) while executing a search warrant. Lemp's family attorney, citing eye-witness statement, claimed Lemp was asleep in his bedroom when police opened fire from outside his house. But a press release from police contradicted the story, alleging that Kemp confronted the SWAT team and ignored commands to show his hands and to get on the ground. The police press released statement that they were serving a 'high-risk' search warrant, following complaints that Lemp was in possession of firearms despite his prohibition on firearms possession. Three rifles and two handguns were recovered from the scene. Police also stated that Lemp had rigged a booby-trap device that was designed to 'detonate a shotgun shell at the direction of anyone entering the bedroom.' After officers entered the bedroom, the other occupant of the room had warned the officers of the device rigged to the exterior door. Police stated that the Montgomery County bomb-squad technicians were brought in to render the device safe. Lemp's social media posts on internet forums appeared to indicate that he was a supporter of the Boogaloo movement and claimed he was an active member of the Three Percenters (III%) militia. Lemp has since been hailed as a 'martyr' for the far-right anti-government Boogaloo movement.",1,1614124492,USA
337727,7717056,840,USA21505,21505,08 March 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Florida,Broward,Fort Lauderdale,26.1223,-80.1378,1,Miami New Times; Local 10 (Miami); Sun Sentinel; Washington Post - Police Shooting Data,Subnational-National,"On 8 March 2020, a police officer fatally shot an unarmed Black man, Barry Gedeus, in Fort Lauderdale (Florida). Gedeus was suspected of a sexual assault reported earlier that day. Reports he was shot while attempting to flee from police.",1,1614124492,USA
342770,7616568,840,USA23112,23112,29 February 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,South Carolina,York,Rock Hill,34.9249,-81.0251,1,WBTV; Live 5 (Charleston); Fatal Encounters; WCCB Charlotte; Channel 9 (Charlotte),Other-Subnational,"On 29 February 2020, a Black man died in the custody of police in Rock Hill (South Carolina) after police received a call on domestic violence. After the man was arrested, he was brought to a patrol vehicle and was later found dead. The authorities delayed disclosing the results of the autopsy and the family announced it was attempting to raise money to conduct its own autopsy. There was no info on the results of the autopsy.",1,1612546517,USA
343184,7616210,840,USA22717,22717,29 February 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),Latinx Group (United States),7,17,North America,United States,New Mexico,Dona Ana,Las Cruces,32.3187,-106.77,1,Fatal Encounters; Las Cruces Sun-News,Other-Subnational,"On 29 February 2020, a 40-year-old Latino man by the name of Antonio Valenzuela was killed in Las Cruces (New Mexico) at the hands of the Las Cruces police. According to reports, Valenzuela was in the back of blue pick up truck when a police officer stopped the vehicle. After an initial enquiry, the police officer found out that Valenzuela had a valid arrest warrant from the New Mexico Probation and Parole, at which point the officer asked Valenzuela to step out of the car. After doing so, he fled, setting in motion a foot pursuit with two officers. One of the officers tased Valenzuela twice. Unable to get him, the chase continued until one of the police officers tackled the victim to the ground. The victim died following the use of a neck restraint.",1,1612546517,USA
346522,7934243,840,USA28786,28786,23 February 2020,2020,1,Riots,Mob violence,Rioters (United States),5,Civilians (United States),African American Group (United States),7,57,North America,United States,Georgia,Glynn,Brunswick,31.15,-81.4915,1,11 Alive; Georgia Public Broadcasting,Subnational,"On 23 February 2020, Gregory and Travis McMichael, a white father and son, pursued Ahmaud Arbery, a Black man who was on a run, in the Satilla Shores neighborhood of Brunswick (Georgia). When Arbery attempted to run around their stopped car which was blocking the road, a struggle ensued and the son shot Arbery. The McMichaels avoided arrest for over two months but were arrested on 21 May along with a third person who filmed the incident and helped 'box-in' Arbery by following behind the McMichaels in his vehicle. On 28 April 2021, the three men were charged with federal hate crimes and the attempted kidnapping of Ahmaud Arbery. The McMichaels were also charged with using firearms during a crime of violence. In a state proceeding, the three were charged with malice murder, felony murder, aggravated assault, false imprisonment, and criminal attempt to commit a felony. [size=3]",1,1620164854,USA
348522,7617618,840,USA24237,24237,20 February 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,California,Los Angeles,Long Beach,33.7699,-118.2031,1,NBC4 Southern California,Subnational,"Other: On 20 February 2020, Luis Ramirez, a 22-year-old Latino man, was fatally shot by Long Beach police in Long Beach (California). According to reports, police responded to a call claiming that Ramirez had fired a gun at a restaurant and wounded a man. Ramirez opened fire on the first two officers to arrive at the scene, leading to the initial officer to return fire and the secondary officer to intentionally ram Ramirez with his vehicle. Ramirez died at the scene. His death influenced subsequent demonstrations.",1,1612546519,USA
351820,7617265,840,USA24238,24238,16 February 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),Asian American Group (United States),7,17,North America,United States,California,Los Angeles,Long Beach,33.7699,-118.2031,1,Long Beach Post; Fatal Encounters,Other-Subnational,"Other: On 16 February 2020, Kerry Bounsom, a 33-year-old Asian American man, was killed by the Long Beach police in Long Beach (California). According to reports, the police attempted to stop Bounsom, who at the time was riding a bicycle. Upon getting stopped, the victim fled, at which point a chase by foot ensued. Bounsom allegedly pointed a firearm at the officers and reportedly fired at least one shot at the officers. The police returned fire, killing Bounsom. What prompted the initial traffic stop is not known. Bounsom's death influenced subsequent demonstrations.",1,1612546519,USA
356220,7616584,840,USA23128,23128,09 February 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Washington,Benton,Kennewick,46.2113,-119.1372,1,Tri-City Herald,Subnational,"Other: On 9 February 2020, a police officer shot and killed Gordon Whitaker, a Black man, in Kennewick (Washington) after Whitaker attempted to flee from an arrest. One officer reportedly chased and tackled Whitaker prompting him to draw his pistol during the struggle. Another officer at the scene then discharged his weapon 5-6 times, killing Whitaker. The shooting was deemed justified by an investigation by the Benton County Prosecutor, but spurred multiple Black Lives Matter events in the area.",1,1612546517,USA
359881,7717071,840,USA23053,23053,04 February 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Arkansas,Faulkner,Conway,35.0887,-92.4421,1,Fatal Encounters; Washington Post; Arkansas Democrat-Gazette; Atlanta Black Star,Other-Subnational,"On 4 February 2020, police repeatedly used a taser on Lionel Morris, Black male, as he fled from them in Conway (Arkansas) after allegedly shoplifting. Morris later died from a combination of Methamphetamine use and the electrical shock from the Taser, sparking months of protests in alignment with the nationwide Black Lives Matter movement.",1,1614124493,USA
365645,7717085,840,USA23916,23916,27 January 2020,2020,1,Violence against civilians,Attack,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Maryland,Prince George's,Temple Hills,38.8137,-76.9453,1,USA Today; New York Times; NewsChannel 12; Washington Post; Killed by Police; Washington Post - Police Shooting Data; CNN,Other-National,"On 27 January 2020, a police officer shot and killed William Green, an unarmed Black man, while handcuffed in the front seat of a police car in Temple Hills (Maryland). Police arrested Green after they received a call about a vehicle slamming into parked vehicles. Green was put in the front seat of the car and the officer shot him seven times, for unclear reasons. The officer was arrested and charged with voluntary and involuntary manslaughter, first-degree assault, and the use of a firearm to commit a violent crime. He was previously involved in another fatal shooting.",1,1614124493,USA
367395,7617615,840,USA24240,24240,24 January 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,California,San Diego,San Diego,32.7174,-117.166,1,NBC 7 San Diego,Subnational,"Other: On 24 January 2020, a 31-year-old man by the name of Toby Diller was killed by police in San Diego (California). According to reports, police officers were driving when they encountered Diller, whom they said was in possession of open alcohol bottle and behaving erratically. As the officers approach Diller, he fled on foot prompting officers to tackle him to the ground. The officers' body camera footage shows the officers yelling at Diller to put his hands behind his back and turn to his stomach. According to police, Diller attempted to remove one of the officer's gun, at which point a shot was fired on Diller's neck. Diller's death has influenced subsequent demonstrations.",1,1612546519,USA
379832,7617374,840,USA24233,24233,06 January 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),,7,17,North America,United States,New Mexico,Bernalillo,Albuquerque,35.0844,-106.6511,1,Albuquerque Journal,Subnational,"Other: On 6 January 2020, a detective of the Gang Unit and a police officer fatally shot Orlando Abeyta in Albuquerque (New Mexico). According to reports, the officers, who were conducting an undercover operation in the area, saw a man brandishing what appeared to be a gun at passengers at an ART bus stop, at which point they proceeded to shoot the suspect. Ten shots were fired, four of which hit the Abeyta. A BB gun was retrieved. Abeyta's death influenced subsequent demonstrations.",1,1612546519,USA
380398,7616845,840,USA23493,23493,05 January 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),BLM: Black Lives Matter,7,17,North America,United States,Florida,Duval,Jacksonville,30.3323,-81.6571,1,Killed by Police; WJXT,Other-Subnational,"Other: On 5 January 2020, police killed an unarmed Black man at a traffic stop in Jacksonville (Florida). The killing was ruled justified by the state attorney's office, as body camera footage revealed another individual in the car was armed and fired at the officer; nevertheless, the event would later generate protests tied to the larger Black Lives Matter movement against police brutality.",1,1612546518,USA
380574,7617673,840,USA24234,24234,05 January 2020,2020,1,Strategic developments,Other,Police Forces of the United States (2017-2021),1,Civilians (United States),African American Group (United States),7,17,North America,United States,Nevada,Washoe,Sparks,39.5349,-119.7527,1,Reno Gazette Journal,Subnational,"Other: On 5 January 2020, an 18-year-old Black man, Miciah Lee, was fatally shot in Sparks (Nevada) by police. On the morning of the incident, police officers responded to a 911 call by Lee's mother, informing the dispatcher of her son's suicidal intents and his wish to 'die by cop' along with his location and that he was carrying a gun. When police officers arrived at the scene, Lee fled by car, eventually crashing. Responding officers asked Lee to exit the vehicle. When he failed to do so, a police officer proceeded to open his driver-side door with the help of a K-9 Unit. Another officer attempted to dislodge Lee from his seat, at which point he discovered a gun between his legs. According to reports, as the police officer attempted to grab the gun, so did Lee, after which the officer retreated from the car to the position of another officer. The two officers fired seven shots, six of which hit Lee. Lee's death influenced subsequent demonstrations.",1,1612546519,USA
